Batsman,year,runs,strike_rate_batsman,Frequency,per_balls_faced,per_outs,F,run_1,out_1,str_rate1,bat_avg1,RFM_Segment_Concat,type,cluster
BB McCullum,2018,879.0,128.3211678832117,82.2222222222222,12.794172581247663,11.589403973509931,4,4,4,3,4,44434,cluster 8,8
BB McCullum,2019,294.0,113.953488372093,73.33333333333333,15.750915750915748,12.5,3,4,4,3,4,34434,cluster 6,6
BB McCullum,2005,53.0,155.88235294117646,100.0,14.468085106382976,6.666666666666668,4,3,3,4,4,43344,cluster 8,8
BB McCullum,2006,71.0,114.51612903225808,100.0,17.12707182320442,9.523809523809524,4,3,3,3,4,43334,cluster 8,8
BB McCullum,2007,161.0,111.80555555555556,100.0,15.669205658324266,11.666666666666664,4,4,4,3,4,44434,cluster 8,8
RT Ponting,2008,39.0,73.58490566037736,30.76923076923077,3.40398201669878,3.4090909090909087,2,3,2,1,2,23212,cluster 3,3
RT Ponting,2013,93.0,70.99236641221374,34.615384615384606,4.2381106438045935,5.7324840764331215,2,3,3,1,3,23313,cluster 3,3
RT Ponting,2011,17.0,89.47368421052632,33.33333333333333,5.163043478260869,5.882352941176469,2,2,3,2,3,22323,cluster 3,3
RT Ponting,2012,96.0,115.66265060240966,37.5,8.539094650205762,4.3478260869565215,2,3,2,3,3,23233,cluster 3,3
RT Ponting,2005,98.0,168.96551724137933,100.0,27.230046948356808,6.666666666666668,4,3,3,4,4,43344,cluster 8,8
RT Ponting,2006,33.0,122.22222222222223,100.0,10.714285714285714,20.0,4,2,4,3,4,42434,cluster 8,8
RT Ponting,2007,184.0,126.89655172413794,66.66666666666666,14.79591836734694,11.904761904761903,3,4,4,3,4,34434,cluster 6,6
RT Ponting,2009,86.0,106.17283950617285,66.66666666666666,7.2907290729072916,7.6923076923076925,3,3,3,3,3,33333,cluster 6,6
DJ Hussey,2008,319.0,118.58736059479556,93.33333333333331,15.870206489675518,13.043478260869565,4,4,4,3,4,44434,cluster 8,8
DJ Hussey,2009,334.0,146.49122807017542,59.09090909090909,8.682406702208683,8.02919708029197,3,4,3,4,3,34343,cluster 6,6
DJ Hussey,2010,444.0,118.71657754010694,68.96551724137932,10.824891461649782,9.35672514619883,3,4,3,3,4,34334,cluster 6,6
DJ Hussey,2011,284.0,113.14741035856574,73.91304347826086,8.938746438746438,8.609271523178807,3,4,3,3,3,34333,cluster 6,6
DJ Hussey,2012,610.0,121.27236580516899,75.67567567567569,11.925082977714558,9.767441860465118,3,4,4,3,4,34434,cluster 6,6
DJ Hussey,2013,358.0,114.74358974358972,71.42857142857143,12.55028157683025,8.888888888888891,3,4,3,3,4,34334,cluster 6,6
DJ Hussey,2014,367.0,114.6875,58.82352941176471,8.064516129032258,8.333333333333332,3,4,3,3,3,34333,cluster 6,6
DJ Hussey,2015,58.0,161.11111111111111,37.5,3.7934668071654376,2.0408163265306123,2,3,2,4,2,23242,cluster 3,3
DJ Hussey,2016,54.0,122.72727272727272,57.14285714285714,5.583756345177664,9.677419354838712,3,3,4,3,3,33433,cluster 6,6
DJ Hussey,2017,136.0,137.37373737373738,70.0,8.134757600657354,8.333333333333332,3,4,3,4,3,34343,cluster 6,6
Mohammad Hafeez,2008,64.0,76.19047619047619,61.53846153846154,5.394990366088632,7.954545454545454,3,3,3,2,3,33323,cluster 6,6
Mohammad Hafeez,2014,203.0,93.54838709677419,55.555555555555564,6.95067264573991,8.904109589041097,3,4,3,2,3,34323,cluster 6,6
Mohammad Hafeez,2013,482.0,121.71717171717172,90.4761904761905,15.916398713826366,11.764705882352938,4,4,4,3,4,44434,cluster 8,8
Mohammad Hafeez,2017,317.0,92.15116279069768,62.5,9.30232558139535,9.497206703910614,3,4,3,2,3,34323,cluster 6,6
Mohammad Hafeez,2019,294.0,100.0,42.857142857142854,7.040229885057472,4.845814977973569,2,4,2,2,3,24223,cluster 4,4
Mohammad Hafeez,2006,46.0,109.5238095238095,100.0,36.52173913043478,20.0,4,3,4,3,4,43434,cluster 8,8
Mohammad Hafeez,2007,111.0,123.33333333333331,77.7777777777778,8.47457627118644,12.727272727272727,3,3,4,3,3,33433,cluster 6,6
Mohammad Hafeez,2010,184.0,107.60233918128657,55.555555555555564,7.6923076923076925,6.474820143884893,3,4,3,3,3,34333,cluster 6,6
Mohammad Hafeez,2011,163.0,117.26618705035973,100.0,22.20447284345048,15.625,4,4,4,3,4,44434,cluster 8,8
Mohammad Hafeez,2012,398.0,108.44686648501364,100.0,19.305628616517623,15.094339622641508,4,4,4,3,4,44434,cluster 8,8
Mohammad Hafeez,2015,116.0,110.4761904761905,80.0,8.536585365853659,9.859154929577462,4,3,4,3,3,43433,cluster 8,8
Mohammad Hafeez,2016,343.0,108.88888888888887,75.0,11.462882096069867,12.977099236641221,3,4,4,3,4,34434,cluster 6,6
Mohammad Hafeez,2018,548.0,121.50776053215077,62.5,11.689994815966823,8.743169398907106,3,4,3,3,4,34334,cluster 6,6
Mohammad Hafeez,2020,727.0,136.14232209737827,86.95652173913044,20.40504394344669,11.711711711711711,4,4,4,4,4,44444,cluster 8,8
Mohammad Hafeez,2021,246.0,143.859649122807,64.28571428571429,10.070671378091873,7.59493670886076,3,4,3,4,4,34344,cluster 6,6
R Dravid,2008,371.0,124.08026755852845,100.0,18.02290536467752,12.264150943396224,4,4,4,3,4,44434,cluster 8,8
R Dravid,2009,271.0,113.38912133891212,75.0,12.389839294971488,10.377358490566039,3,4,4,3,4,34434,cluster 6,6
R Dravid,2010,256.0,126.10837438423646,68.75,11.111111111111109,10.465116279069766,3,4,4,3,4,34434,cluster 6,6
R Dravid,2011,374.0,109.67741935483869,76.47058823529412,17.532133676092545,12.12121212121212,3,4,4,3,4,34434,cluster 6,6
R Dravid,2012,462.0,108.96226415094341,100.0,21.621621621621625,17.857142857142858,4,4,4,3,4,44434,cluster 8,8
R Dravid,2013,471.0,108.77598152424942,94.44444444444444,20.074177097821046,17.02127659574468,4,4,4,3,4,44434,cluster 8,8
W Jaffer,2008,115.0,104.54545454545456,42.857142857142854,6.630500301386378,4.716981132075472,2,3,2,2,3,23223,cluster 3,3
W Jaffer,2009,15.0,78.94736842105263,12.5,0.984966303784344,1.8867924528301887,1,2,1,2,1,12121,cluster 1,1
V Kohli,2008,165.0,98.21428571428572,85.71428571428571,10.126582278481012,10.377358490566039,4,4,4,2,4,44424,cluster 8,8
V Kohli,2009,246.0,109.33333333333331,81.25,11.66407465007776,10.377358490566039,4,4,4,3,4,44434,cluster 8,8
V Kohli,2010,333.0,140.50632911392404,60.86956521739131,8.987485779294653,8.799999999999997,3,4,3,4,3,34343,cluster 6,6
V Kohli,2011,618.0,117.71428571428572,100.0,22.551546391752574,14.545454545454545,4,4,4,3,4,44434,cluster 8,8
V Kohli,2012,835.0,120.14388489208632,96.55172413793105,19.94261119081779,15.436241610738255,4,4,4,3,4,44434,cluster 8,8
V Kohli,2013,663.0,134.75609756097558,100.0,24.550898203592812,18.29268292682927,4,4,4,4,4,44444,cluster 8,8
V Kohli,2014,744.0,124.0,100.0,23.93298763462305,15.454545454545453,4,4,4,3,4,44434,cluster 8,8
V Kohli,2015,549.0,128.57142857142858,90.0,20.637989366843886,12.037037037037035,4,4,4,3,4,44434,cluster 8,8
V Kohli,2016,1614.0,144.10714285714286,78.37837837837837,26.955475330926596,11.320754716981131,3,4,4,4,4,34444,cluster 6,6
V Kohli,2017,607.0,131.6702819956616,76.92307692307693,15.464609191546462,10.843373493975903,3,4,4,4,4,34444,cluster 6,6
V Kohli,2018,741.0,131.38297872340425,71.875,14.853831972609957,10.909090909090908,3,4,4,4,4,34444,cluster 6,6
V Kohli,2019,930.0,141.98473282442748,80.0,18.513284341435842,11.976047904191615,4,4,4,4,4,44444,cluster 8,8
V Kohli,2020,761.0,123.33873581847651,96.0,20.471134704711343,14.615384615384615,4,4,4,3,4,44434,cluster 8,8
V Kohli,2021,429.0,131.19266055045873,100.0,22.53618194348725,11.764705882352938,4,4,4,4,4,44444,cluster 8,8
JH Kallis,2008,199.0,105.85106382978724,78.57142857142857,11.332127787823989,9.433962264150944,3,4,3,2,4,34324,cluster 6,6
JH Kallis,2009,610.0,111.3138686131387,78.57142857142857,16.397366846199883,10.404624277456648,3,4,4,3,4,34434,cluster 6,6
JH Kallis,2010,796.0,111.79775280898876,81.48148148148148,22.76214833759591,12.0,4,4,4,3,4,44434,cluster 8,8
JH Kallis,2011,424.0,109.84455958549223,93.33333333333331,23.044776119402986,16.901408450704224,4,4,4,3,4,44434,cluster 8,8
JH Kallis,2012,563.0,106.83111954459206,75.0,14.903846153846152,12.19512195121951,3,4,4,3,4,34434,cluster 6,6
JH Kallis,2013,311.0,95.10703363914374,93.75,17.004680187207487,13.725490196078432,4,4,4,2,4,44424,cluster 8,8
JH Kallis,2014,251.0,128.71794871794873,40.0,6.735751295336788,5.797101449275362,2,4,3,3,3,24333,cluster 4,4
JH Kallis,2015,483.0,115.55023923444976,94.44444444444444,22.655826558265577,16.470588235294116,4,4,4,3,4,44434,cluster 8,8
JH Kallis,2016,64.0,95.5223880597015,50.0,5.4963084495488115,7.4626865671641776,3,3,3,2,3,33323,cluster 6,6
JH Kallis,2005,20.0,111.11111111111113,100.0,15.0,10.0,4,2,4,3,4,42434,cluster 8,8
JH Kallis,2006,15.0,115.3846153846154,33.33333333333333,3.601108033240997,4.3478260869565215,2,2,2,3,2,22232,cluster 3,3
JH Kallis,2007,4.0,80.0,14.285714285714285,0.6082725060827251,2.4390243902439024,1,1,2,2,1,11221,cluster 1,1
CL White,2008,124.0,111.71171171171171,56.25,6.176961602671119,4.545454545454546,3,3,2,3,3,33233,cluster 6,6
CL White,2010,354.0,139.37007874015748,61.29032258064516,7.122826696578801,5.913978494623656,3,4,3,4,3,34343,cluster 6,6
CL White,2011,229.0,104.5662100456621,65.21739130434783,7.76045357902197,8.0,3,4,3,2,3,34323,cluster 6,6
CL White,2012,662.0,128.04642166344294,75.0,12.594397076735687,10.891089108910892,3,4,4,3,4,34434,cluster 6,6
CL White,2013,381.0,116.87116564417177,81.81818181818183,12.269476853594279,12.318840579710145,4,4,4,3,4,44434,cluster 8,8
CL White,2014,489.0,128.68421052631578,78.26086956521739,15.372168284789646,10.15625,3,4,4,3,4,34434,cluster 6,6
CL White,2015,173.0,92.02127659574468,64.28571428571429,10.15667206915181,9.473684210526317,3,4,3,2,4,34324,cluster 6,6
CL White,2016,203.0,117.34104046242773,100.0,21.5980024968789,12.5,4,4,4,3,4,44434,cluster 8,8
CL White,2017,322.0,126.77165354330708,100.0,23.217550274223036,13.461538461538463,4,4,4,3,4,44434,cluster 8,8
CL White,2018,206.0,101.98019801980196,72.72727272727273,15.671062839410396,8.620689655172415,3,4,3,2,4,34324,cluster 6,6
CL White,2019,148.0,112.12121212121212,40.0,3.4618410700236035,3.791469194312796,2,4,2,3,2,24232,cluster 4,4
CL White,2020,18.0,94.73684210526315,6.25,0.9989484752891692,0.9345794392523364,1,2,1,2,1,12121,cluster 1,1
CL White,2007,40.0,200.0,11.111111111111109,2.0408163265306123,0.0,1,3,1,4,2,13142,cluster 2,2
CL White,2009,157.0,137.71929824561406,66.66666666666666,10.261026102610261,7.6923076923076925,3,4,3,4,4,34344,cluster 6,6
MV Boucher,2008,231.0,116.66666666666669,68.75,10.616621983914207,6.722689075630252,3,4,3,3,4,34334,cluster 6,6
MV Boucher,2009,255.0,118.05555555555556,60.71428571428571,6.463195691202872,5.780346820809249,3,4,3,3,3,34333,cluster 6,6
MV Boucher,2010,42.0,93.33333333333331,25.925925925925927,1.4386189258312019,2.666666666666667,2,3,2,2,2,23222,cluster 3,3
MV Boucher,2011,6.0,100.0,13.333333333333336,0.3582089552238806,1.4084507042253522,1,1,1,2,1,11121,cluster 1,1
MV Boucher,2005,4.0,50.0,100.0,6.666666666666668,10.0,4,1,4,1,3,41413,cluster 7,7
MV Boucher,2006,29.0,138.0952380952381,33.33333333333333,5.8171745152354575,4.3478260869565215,2,2,2,4,3,22243,cluster 3,3
MV Boucher,2007,95.0,85.58558558558559,57.14285714285714,13.503649635036494,9.75609756097561,3,3,4,2,4,33424,cluster 6,6
B Akhil,2008,46.0,143.75,50.0,1.928872814948764,1.8867924528301887,3,3,1,4,2,33142,cluster 6,6
B Akhil,2009,17.0,106.25,18.75,0.8294453084499741,1.8867924528301887,1,2,1,3,1,12131,cluster 1,1
B Akhil,2011,13.0,144.44444444444446,7.142857142857142,0.5689001264222503,1.162790697674419,1,2,1,4,1,12141,cluster 1,1
AA Noffke,2008,9.0,75.0,7.142857142857142,0.7233273056057866,0.9433962264150944,1,1,1,1,1,11111,cluster 1,1
P Kumar,2008,118.0,107.27272727272728,86.66666666666669,6.225240520656481,8.620689655172415,4,3,3,3,3,43333,cluster 8,8
P Kumar,2009,65.0,141.30434782608697,50.0,2.384655261793676,4.716981132075472,3,3,2,4,2,33242,cluster 6,6
P Kumar,2010,4.0,50.0,18.75,0.4378762999452655,2.3255813953488373,1,1,2,1,1,11211,cluster 1,1
P Kumar,2011,28.0,71.7948717948718,50.0,1.7743403093721566,4.201680672268908,3,2,2,1,2,32212,cluster 6,6
P Kumar,2012,35.0,109.375,43.75,1.660612350804359,1.96078431372549,2,2,1,3,2,22132,cluster 3,3
P Kumar,2013,47.0,114.6341463414634,43.75,2.197213290460879,4.807692307692308,2,3,2,3,2,23232,cluster 3,3
P Kumar,2014,1.0,50.0,6.666666666666668,0.1111111111111111,1.1111111111111112,1,1,1,1,1,11111,cluster 1,1
P Kumar,2015,17.0,68.0,28.57142857142857,1.5051173991571345,2.469135802469136,2,2,2,1,2,22212,cluster 3,3
P Kumar,2016,24.0,88.8888888888889,37.5,1.4278159703860391,3.92156862745098,2,2,2,2,2,22222,cluster 3,3
P Kumar,2017,8.0,88.8888888888889,14.285714285714285,0.5398920215956808,1.162790697674419,1,1,1,2,1,11121,cluster 1,1
Z Khan,2008,34.0,79.06976744186046,50.0,2.5919228450874017,3.7735849056603774,3,2,2,2,2,32222,cluster 6,6
Z Khan,2009,12.0,85.71428571428571,17.391304347826086,0.4969826056088037,1.3986013986013983,1,2,1,2,1,12121,cluster 1,1
Z Khan,2010,33.0,165.0,21.73913043478261,0.7130124777183601,1.4184397163120568,2,2,1,4,1,22141,cluster 3,3
Z Khan,2011,21.0,87.5,12.5,1.3079019073569482,2.5316455696202533,1,2,2,2,2,12222,cluster 1,1
Z Khan,2012,12.0,70.58823529411767,26.66666666666667,0.9184224743381956,2.409638554216868,2,2,2,1,1,22211,cluster 3,3
Z Khan,2014,8.0,114.28571428571428,20.0,0.3888888888888889,1.1111111111111112,1,1,1,3,1,11131,cluster 1,1
Z Khan,2016,6.0,46.153846153846146,14.285714285714285,0.7902735562310031,2.5974025974025974,1,1,2,1,1,11211,cluster 1,1
Z Khan,2017,4.0,30.76923076923077,21.428571428571427,0.787878787878788,1.0309278350515465,1,1,1,1,1,11111,cluster 1,1
SB Joshi,2008,6.0,37.5,14.285714285714285,0.964436407474382,1.8867924528301887,1,1,1,1,1,11111,cluster 1,1
T Kohli,2008,10.0,62.5,12.5,0.8597528210639441,2.272727272727273,1,2,2,1,1,12211,cluster 1,1
T Kohli,2009,1.0,25.0,7.142857142857142,0.2371072910491997,1.1494252873563218,1,1,1,1,1,11111,cluster 1,1
YK Pathan,2008,435.0,171.93675889328063,93.75,13.594841483073616,13.636363636363635,4,4,4,4,4,44444,cluster 8,8
YK Pathan,2009,350.0,137.2549019607843,91.30434782608695,9.272727272727273,11.03896103896104,4,4,4,4,3,44443,cluster 8,8
YK Pathan,2010,416.0,149.64028776978418,95.23809523809523,11.236863379143088,11.278195488721805,4,4,4,4,4,44444,cluster 8,8
YK Pathan,2011,314.0,134.18803418803418,73.68421052631578,10.793357933579335,10.784313725490195,3,4,4,4,4,34444,cluster 6,6
YK Pathan,2012,194.0,108.37988826815642,94.11764705882351,8.848245180425113,10.638297872340424,4,4,4,3,3,44433,cluster 8,8
YK Pathan,2013,332.0,134.41295546558703,100.0,12.844513780551225,10.784313725490195,4,4,4,4,4,44444,cluster 8,8
YK Pathan,2014,268.0,159.52380952380952,75.0,8.969567538707954,10.344827586206897,3,4,4,4,3,34443,cluster 6,6
YK Pathan,2015,312.0,128.39506172839506,92.30769230769229,16.508152173913047,8.974358974358974,4,4,3,3,4,44334,cluster 8,8
YK Pathan,2016,361.0,141.015625,86.66666666666669,15.094339622641508,6.578947368421053,4,4,3,4,4,44344,cluster 8,8
YK Pathan,2017,143.0,116.26016260162602,68.75,6.964892412231031,9.090909090909092,3,4,3,3,3,34333,cluster 6,6
YK Pathan,2018,260.0,123.22274881516589,76.47058823529412,10.173577627772419,9.090909090909092,3,4,3,3,4,34334,cluster 6,6
YK Pathan,2019,40.0,85.1063829787234,46.66666666666666,2.6508742244782857,3.658536585365853,2,3,2,2,2,23222,cluster 3,3
YK Pathan,2007,15.0,187.5,14.285714285714285,0.9269988412514484,2.5,1,2,2,4,1,12241,cluster 1,1
SR Watson,2008,489.0,145.10385756676558,88.8888888888889,16.858429214607305,9.782608695652174,4,4,4,4,4,44444,cluster 8,8
SR Watson,2010,478.0,153.69774919614147,62.06896551724138,9.138995004407873,8.24742268041237,3,4,3,4,3,34343,cluster 6,6
SR Watson,2011,525.0,141.1290322580645,84.21052631578947,17.001828153564894,13.761467889908257,4,4,4,4,4,44444,cluster 8,8
SR Watson,2012,678.0,142.13836477987422,52.77777777777778,11.397849462365592,8.585858585858585,3,4,3,4,4,34344,cluster 6,6
SR Watson,2013,593.0,140.85510688836104,79.16666666666666,14.684339030345306,13.076923076923077,3,4,4,4,4,34444,cluster 6,6
SR Watson,2014,366.0,112.6153846153846,77.7777777777778,10.786591437105878,12.422360248447205,3,4,4,3,4,34434,cluster 6,6
SR Watson,2015,368.0,127.33564013840832,57.894736842105274,13.208409506398539,9.523809523809524,3,4,3,3,4,34334,cluster 6,6
SR Watson,2016,1140.0,134.2756183745583,81.0344827586207,12.172043010752688,12.149532710280376,4,4,4,4,4,44444,cluster 8,8
SR Watson,2017,691.0,130.37735849056602,80.4878048780488,11.397849462365592,10.507246376811594,4,4,4,4,4,44444,cluster 8,8
SR Watson,2018,1108.0,139.54659949622166,94.5945945945946,17.894974081586657,14.553990610328636,4,4,4,4,4,44444,cluster 8,8
SR Watson,2019,1083.0,132.23443223443223,88.63636363636364,15.927654609101515,15.217391304347828,4,4,4,4,4,44444,cluster 8,8
SR Watson,2020,546.0,132.20338983050848,86.95652173913044,15.056507473569086,14.960629921259846,4,4,4,4,4,44444,cluster 8,8
SR Watson,2006,4.0,66.66666666666667,50.0,2.380952380952381,10.0,3,1,4,1,2,31412,cluster 5,5
SR Watson,2009,65.0,120.37037037037035,44.444444444444436,4.86048604860486,6.153846153846153,2,3,3,3,3,23333,cluster 3,3
M Kaif,2008,176.0,100.0,87.5,9.457281031703383,10.227272727272727,4,4,4,2,3,44423,cluster 8,8
M Kaif,2010,28.0,90.32258064516131,21.428571428571427,1.8107476635514017,3.75,1,2,2,2,2,12222,cluster 1,1
M Kaif,2011,41.0,117.14285714285714,25.0,1.9073569482288828,3.79746835443038,2,3,2,3,2,23232,cluster 3,3
M Kaif,2012,14.0,87.5,6.666666666666668,0.8643976229065371,1.2048192771084338,1,2,1,2,1,12121,cluster 1,1
DS Lehmann,2008,18.0,94.73684210526315,12.5,1.0209564750134337,2.272727272727273,1,2,2,2,1,12221,cluster 1,1
RA Jadeja,2008,135.0,125.0,56.25,5.803331542181621,7.954545454545454,3,4,3,3,3,34333,cluster 6,6
RA Jadeja,2009,351.0,102.9325513196481,73.91304347826086,12.4,9.090909090909092,3,4,3,2,4,34324,cluster 6,6
RA Jadeja,2011,283.0,120.42553191489358,72.2222222222222,11.325301204819276,8.547008547008549,3,4,3,3,4,34334,cluster 6,6
RA Jadeja,2012,200.0,121.21212121212122,50.0,4.322766570605188,8.383233532934131,3,4,3,3,3,34333,cluster 6,6
RA Jadeja,2013,201.0,144.6043165467626,77.7777777777778,6.625357483317447,8.888888888888891,3,4,3,4,3,34343,cluster 6,6
RA Jadeja,2014,156.0,130.0,52.17391304347826,4.32744320230797,6.1224489795918355,3,4,3,4,3,34343,cluster 6,6
RA Jadeja,2015,132.0,103.125,64.70588235294117,6.186563557274045,6.730769230769232,3,4,3,2,3,34323,cluster 6,6
RA Jadeja,2016,210.0,100.0,51.35135135135135,5.083514887436456,5.789473684210527,3,4,3,2,3,34323,cluster 6,6
RA Jadeja,2017,171.0,134.64566929133858,40.74074074074074,4.080976863753214,2.5806451612903225,2,4,2,4,3,24243,cluster 4,4
RA Jadeja,2018,89.0,111.25,50.0,4.087889626980071,6.493506493506493,3,3,3,3,3,33333,cluster 6,6
RA Jadeja,2019,153.0,110.07194244604315,39.39393939393939,3.490708186840784,2.3391812865497075,2,4,2,3,2,24232,cluster 4,4
RA Jadeja,2020,286.0,168.2352941176471,54.16666666666666,5.862068965517241,4.23728813559322,3,4,2,4,3,34243,cluster 6,6
RA Jadeja,2021,131.0,147.19101123595502,85.71428571428571,10.545023696682463,2.9411764705882346,4,4,2,4,4,44244,cluster 8,8
RA Jadeja,2010,9.0,75.0,28.57142857142857,1.4814814814814816,2.564102564102564,2,1,2,1,2,21212,cluster 3,3
M Rawat,2008,34.0,87.1794871794872,43.75,2.095647501343364,4.545454545454546,2,2,2,2,2,22222,cluster 3,3
M Rawat,2009,16.0,80.0,23.07692307692308,1.2961762799740766,0.0,2,2,1,2,2,22122,cluster 3,3
M Rawat,2013,5.0,45.45454545454545,6.25,0.5664263645726055,0.9009009009009008,1,1,1,1,1,11111,cluster 1,1
D Salunkhe,2008,33.0,137.5,18.75,1.289629231595916,1.1363636363636365,1,2,1,4,2,12142,cluster 1,1
SK Warne,2008,70.0,116.66666666666669,43.75,3.2240730789897905,5.6818181818181825,2,3,3,3,2,23332,cluster 3,3
SK Warne,2009,108.0,91.52542372881358,76.92307692307693,7.6474400518470524,7.526881720430107,3,3,3,2,3,33323,cluster 6,6
SK Warne,2010,10.0,47.61904761904761,42.857142857142854,1.2620192307692308,3.191489361702128,2,2,2,1,2,22212,cluster 3,3
SK Warne,2011,10.0,50.0,30.76923076923077,1.3774104683195594,2.9411764705882346,2,2,2,1,2,22212,cluster 3,3
SK Trivedi,2008,5.0,41.66666666666666,18.75,0.6448146157979581,1.1363636363636365,1,1,1,1,1,11111,cluster 1,1
SK Trivedi,2009,9.0,47.368421052631575,23.07692307692308,1.2313674659753726,2.1505376344086025,2,1,2,1,2,21212,cluster 3,3
SK Trivedi,2010,20.0,133.33333333333334,28.57142857142857,0.9014423076923076,2.127659574468085,2,2,2,4,1,22241,cluster 3,3
SK Trivedi,2011,0.0,0.0,7.6923076923076925,0.13774104683195593,1.4705882352941175,1,1,1,1,1,11111,cluster 1,1
SK Trivedi,2012,5.0,83.33333333333333,6.25,0.3059663437021928,0.0,1,1,1,2,1,11121,cluster 1,1
SK Trivedi,2013,3.0,42.857142857142854,11.111111111111109,0.3245248029670839,1.0638297872340423,1,1,1,1,1,11111,cluster 1,1
G Gambhir,2008,543.0,135.07462686567163,100.0,24.290030211480364,16.091954022988507,4,4,4,4,4,44444,cluster 8,8
G Gambhir,2009,539.0,109.33062880324543,100.0,16.889345666324086,16.911764705882355,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2010,346.0,120.5574912891986,66.66666666666666,11.498397435897436,9.448818897637793,3,4,3,3,4,34334,cluster 6,6
G Gambhir,2011,378.0,113.855421686747,100.0,19.820895522388057,15.492957746478872,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2012,901.0,124.27586206896551,100.0,19.82499316379545,15.625,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2013,406.0,114.68926553672316,93.75,18.408736349453974,14.705882352941178,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2014,335.0,111.29568106312293,100.0,16.07047517351842,16.091954022988507,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2015,327.0,113.54166666666669,100.0,19.565217391304348,16.666666666666664,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2016,501.0,118.16037735849056,100.0,25.0,14.473684210526313,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2017,498.0,122.96296296296295,100.0,22.933182332955827,13.636363636363635,4,4,4,3,4,44434,cluster 8,8
G Gambhir,2018,85.0,93.4065934065934,35.714285714285715,5.683947532792004,5.333333333333334,2,3,3,2,3,23323,cluster 3,3
G Gambhir,2007,290.0,120.83333333333331,100.0,27.809965237543448,17.5,4,4,4,3,4,44434,cluster 8,8
V Sehwag,2008,406.0,175.0,100.0,14.018126888217521,13.79310344827586,4,4,4,4,4,44444,cluster 8,8
V Sehwag,2009,339.0,152.70270270270268,64.0,7.605344295991777,10.294117647058822,3,4,4,4,3,34443,cluster 6,6
V Sehwag,2010,356.0,156.82819383259908,100.0,13.463819691577699,15.909090909090908,4,4,4,4,4,44444,cluster 8,8
V Sehwag,2011,424.0,171.65991902834008,78.57142857142857,14.834834834834835,9.473684210526317,3,4,3,4,4,34344,cluster 6,6
V Sehwag,2012,576.0,149.6103896103896,65.625,10.655964572377526,12.5,3,4,4,4,4,34444,cluster 6,6
V Sehwag,2013,295.0,120.90163934426228,81.25,12.603305785123966,10.909090909090908,4,4,4,3,4,44434,cluster 8,8
V Sehwag,2014,455.0,136.22754491017963,100.0,16.268874817340482,17.894736842105264,4,4,4,4,4,44444,cluster 8,8
V Sehwag,2015,99.0,111.23595505617979,57.14285714285714,5.460122699386503,6.7961165048543695,3,3,3,3,3,33333,cluster 6,6
V Sehwag,2006,34.0,109.67741935483869,100.0,25.20325203252032,0.0,4,2,1,3,4,42134,cluster 7,7
